year,edition,country,gold,silver,bronze,total,season
2020,2020 Summer Olympics,The Bahamas,2,0,0,2,Summer
2020,2020 Summer Olympics,Tunisia,1,1,0,2,Summer
2020,2020 Summer Olympics,Turkmenistan,0,1,0,1,Summer
2020,2020 Summer Olympics,Türkiye,2,2,9,13,Summer
2020,2020 Summer Olympics,Uganda,2,1,1,4,Summer
2020,2020 Summer Olympics,Ukraine,1,6,12,19,Summer
2020,2020 Summer Olympics,United States,39,41,33,113,Summer
2020,2020 Summer Olympics,Uzbekistan,3,0,2,5,Summer
2020,2020 Summer Olympics,Venezuela,1,3,0,4,Summer
2022,2022 Winter Olympics,Australia,1,2,1,4,Winter
2022,2022 Winter Olympics,Austria,7,7,4,18,Winter
2022,2022 Winter Olympics,Belarus,0,2,0,2,Winter
2022,2022 Winter Olympics,Belgium,1,0,1,2,Winter
2022,2022 Winter Olympics,Canada,4,8,14,26,Winter
2022,2022 Winter Olympics,Czechia,1,0,1,2,Winter
2022,2022 Winter Olympics,Estonia,0,0,1,1,Winter
2022,2022 Winter Olympics,Finland,2,2,4,8,Winter
2022,2022 Winter Olympics,France,5,7,2,14,Winter
2022,2022 Winter Olympics,Germany,12,10,5,27,Winter
2022,2022 Winter Olympics,Great Britain,1,1,0,2,Winter
2022,2022 Winter Olympics,Hungary,1,0,2,3,Winter
2022,2022 Winter Olympics,Italy,2,7,8,17,Winter
2022,2022 Winter Olympics,Japan,3,6,9,18,Winter
2022,2022 Winter Olympics,Latvia,0,0,1,1,Winter
2022,2022 Winter Olympics,Netherlands,8,5,4,17,Winter
2022,2022 Winter Olympics,New Zealand,2,1,0,3,Winter
2022,2022 Winter Olympics,Norway,16,8,13,37,Winter
2022,2022 Winter Olympics,People's Republic of China,9,4,2,15,Winter
2022,2022 Winter Olympics,Poland,0,0,1,1,Winter
2022,2022 Winter Olympics,ROC,6,12,14,32,Winter
2022,2022 Winter Olympics,Republic of Korea,2,5,2,9,Winter
2022,2022 Winter Olympics,Slovakia,1,0,1,2,Winter
2022,2022 Winter Olympics,Slovenia,2,3,2,7,Winter
2022,2022 Winter Olympics,Spain,0,1,0,1,Winter
2022,2022 Winter Olympics,Sweden,8,5,5,18,Winter
2022,2022 Winter Olympics,Switzerland,7,2,6,15,Winter
2022,2022 Winter Olympics,Ukraine,0,1,0,1,Winter
2022,2022 Winter Olympics,United States,8,10,7,25,Winter
2024,2024 Summer Olympics,AIN,1,4,1,6,Summer
2024,2024 Summer Olympics,Albania,0,0,2,2,Summer
2024,2024 Summer Olympics,Algeria,2,0,1,3,Summer
2024,2024 Summer Olympics,Argentina,1,2,16,19,Summer
2024,2024 Summer Olympics,Armenia,0,3,1,4,Summer
2024,2024 Summer Olympics,Australia,33,45,45,123,Summer
2024,2024 Summer Olympics,Austria,3,0,3,6,Summer
2024,2024 Summer Olympics,Azerbaijan,2,2,3,7,Summer
2024,2024 Summer Olympics,Bahrain,2,1,1,4,Summer
2024,2024 Summer Olympics,Belgium,3,1,6,10,Summer
2024,2024 Summer Olympics,Botswana,1,6,0,7,Summer
2024,2024 Summer Olympics,Brazil,4,28,35,67,Summer
2024,2024 Summer Olympics,Bulgaria,3,1,3,7,Summer
2024,2024 Summer Olympics,Cabo Verde,0,0,1,1,Summer
2024,2024 Summer Olympics,Canada,14,29,14,57,Summer
2024,2024 Summer Olympics,Chile,1,1,0,2,Summer
2024,2024 Summer Olympics,China,71,57,40,168,Summer
2024,2024 Summer Olympics,Chinese Taipei,3,0,5,8,Summer
2024,2024 Summer Olympics,Colombia,0,3,1,4,Summer
2024,2024 Summer Olympics,Croatia,3,14,3,20,Summer
2024,2024 Summer Olympics,Cuba,2,1,6,9,Summer
2024,2024 Summer Olympics,Cyprus,0,1,0,1,Summer
2024,2024 Summer Olympics,Czechia,4,0,5,9,Summer
2024,2024 Summer Olympics,Côte d'Ivoire,0,0,1,1,Summer
2024,2024 Summer Olympics,DPR Korea,0,4,4,8,Summer
2024,2024 Summer Olympics,Denmark,17,5,20,42,Summer
2024,2024 Summer Olympics,Dominica,1,0,0,1,Summer
2024,2024 Summer Olympics,Dominican Republic,1,0,2,3,Summer
2024,2024 Summer Olympics,EOR,0,0,1,1,Summer
2024,2024 Summer Olympics,Ecuador,1,3,2,6,Summer
2024,2024 Summer Olympics,Egypt,1,1,1,3,Summer
2024,2024 Summer Olympics,Ethiopia,1,3,0,4,Summer
2024,2024 Summer Olympics,Fiji,0,14,0,14,Summer
2024,2024 Summer Olympics,France,53,95,39,187,Summer
2024,2024 Summer Olympics,Georgia,3,3,1,7,Summer
2024,2024 Summer Olympics,Germany,25,50,38,113,Summer
2024,2024 Summer Olympics,Great Britain,40,42,80,162,Summer
2024,2024 Summer Olympics,Greece,1,1,8,10,Summer
2024,2024 Summer Olympics,Grenada,0,0,2,2,Summer
2024,2024 Summer Olympics,Guatemala,1,0,1,2,Summer
2024,2024 Summer Olympics,"Hong Kong, China",2,0,2,4,Summer
2024,2024 Summer Olympics,Hungary,9,12,10,31,Summer
2024,2024 Summer Olympics,IR Iran,3,6,3,12,Summer
2024,2024 Summer Olympics,India,0,1,21,22,Summer
2024,2024 Summer Olympics,Indonesia,2,0,1,3,Summer
2024,2024 Summer Olympics,Ireland,5,0,4,9,Summer
2024,2024 Summer Olympics,Israel,1,9,1,11,Summer
2024,2024 Summer Olympics,Italy,31,29,28,88,Summer
2024,2024 Summer Olympics,Jamaica,1,3,2,6,Summer
2024,2024 Summer Olympics,Japan,27,31,24,82,Summer
2024,2024 Summer Olympics,Jordan,0,1,0,1,Summer
2024,2024 Summer Olympics,Kazakhstan,1,3,4,8,Summer
2024,2024 Summer Olympics,Kenya,4,2,5,11,Summer
2024,2024 Summer Olympics,Korea,21,14,23,58,Summer
2024,2024 Summer Olympics,Kosovo,0,1,1,2,Summer
2024,2024 Summer Olympics,Kyrgyzstan,0,2,4,6,Summer
2024,2024 Summer Olympics,Lithuania,0,2,5,7,Summer
2024,2024 Summer Olympics,Malaysia,0,0,3,3,Summer
2024,2024 Summer Olympics,Mexico,0,4,4,8,Summer
2024,2024 Summer Olympics,Mongolia,0,1,0,1,Summer
2024,2024 Summer Olympics,Morocco,1,0,19,20,Summer
2024,2024 Summer Olympics,Netherlands,67,25,26,118,Summer
2024,2024 Summer Olympics,New Zealand,26,18,7,51,Summer
2024,2024 Summer Olympics,Norway,18,1,4,23,Summer
2024,2024 Summer Olympics,Pakistan,1,0,0,1,Summer
2024,2024 Summer Olympics,Panama,0,1,0,1,Summer
2024,2024 Summer Olympics,Peru,0,0,1,1,Summer
2024,2024 Summer Olympics,Philippines,2,0,2,4,Summer
2024,2024 Summer Olympics,Poland,1,16,11,28,Summer
2024,2024 Summer Olympics,Portugal,2,2,1,5,Summer
2024,2024 Summer Olympics,Puerto Rico,0,0,2,2,Summer
2024,2024 Summer Olympics,Qatar,0,0,1,1,Summer
2024,2024 Summer Olympics,Republic of Moldova,0,1,3,4,Summer
2024,2024 Summer Olympics,Romania,12,7,2,21,Summer
2024,2024 Summer Olympics,Saint Lucia,1,1,0,2,Summer
2024,2024 Summer Olympics,Serbia,16,1,12,29,Summer
2024,2024 Summer Olympics,Singapore,0,0,1,1,Summer
2024,2024 Summer Olympics,Slovakia,0,0,1,1,Summer
2024,2024 Summer Olympics,Slovenia,2,1,0,3,Summer
2024,2024 Summer Olympics,South Africa,1,7,14,22,Summer
2024,2024 Summer Olympics,Spain,40,7,36,83,Summer
2024,2024 Summer Olympics,Sweden,5,7,4,16,Summer
2024,2024 Summer Olympics,Switzerland,1,2,7,10,Summer
2024,2024 Summer Olympics,Tajikistan,0,0,3,3,Summer
2024,2024 Summer Olympics,Thailand,1,3,2,6,Summer
2024,2024 Summer Olympics,Tunisia,1,1,1,3,Summer
2024,2024 Summer Olympics,Türkiye,0,4,7,11,Summer
2024,2024 Summer Olympics,Uganda,1,1,0,2,Summer
2024,2024 Summer Olympics,Ukraine,6,6,4,16,Summer
2024,2024 Summer Olympics,United States,134,101,95,330,Summer
2024,2024 Summer Olympics,Uzbekistan,8,2,3,13,Summer
2024,2024 Summer Olympics,Zambia,0,0,1,1,Summer
